review_id,review_score,review_text_pt,review_text_zh_tw,首輪標註客戶討論業務面向
1ed82c4307741e4d0837cb3a24741320,1,"N?o Recomendo Ainda n?o entregaram o produto (data m?xima de entrega j? esgotou). Espero que mesmo com atraso eu receba o produto. N?o houve nenhuma informa??o por email ou telefone, o porque da n?o entrega.",不推薦。最晚交貨日已過，商品仍未送達。希望即使延誤最後還是能收到，但完全沒有透過電子郵件或電話說明未送達的原因。," 運送延遲, 客服沒有說明延遲原因"
64710ba2fb03fe4857e584d4b86c4a33,1,"Embora seja problema dos correios a empresa nao deveria dar um prazo de entrega, apenas se utilizasse transportadora pr?pria. Comprei 4 unidades e s? chegou 1",即使問題出在郵局，公司若不是使用自有物流，就不該承諾無法掌握的送貨期限。我買了四件，卻只收到一件。," 運送延遲,訂單缺件"
87e17e2c7fd570b429ae94442a2ab1f0,1,"N?o recebi minha mercadoria, o produto ja esta pago e n?o recebi qualquer aviso sobre o atraso. At? agora n?o sei nem se receberei minha compra!",商品已經付款，卻沒有收到貨，也沒有任何延誤通知。到現在甚至不知道究竟還會不會收到。,  運送延遲
2b88edb45379c2a78122f4da1f5d953a,1,Ainda aguardando a entrega do produto,目前仍在等待商品送達。,運送延遲
e11c35b21adfc98141d2ba17adc72fb4,1,Estou esperando uma resposta da empresa h? dias a respeito do atraso do meu produto!,商品延遲好幾天了，我一直在等公司回覆！,運送延遲
5465a47abe456f08c351c6c0d64960df,1,Veio a fonte e quatro emissores mas o aparelho transmissor n?o veio,有收到電源供應器和四個發射器，但缺少主要的發射裝置。, 訂單缺件缺主要商品
b1172723acc2f1d5c7925487e3034059,1,al?m da demora a caixa veio violada e faltando itens,不但送貨很慢，箱子收到時還被拆過，而且缺少品項。,"運送延遲,包裝不良,訂單缺件"
e3e597d97410bab66a74db8a2c9f259b,1,Produto n?o foi entregue Produto n?o foi entregue,商品沒有送達。, 運送延遲
507b807c70276a11b8a95b74cc9de366,1,Trocar de produto Comprei cobre leito e recebi len?ol como se fosse colcha fiquei triste.Estou tentando estorna a compra ou devolver produto ou trocar ningu?m retorna contato.,想要更換商品。我買的是床罩，收到的卻是像床單一樣的商品，讓我很失望。我想取消、退貨或換貨，但始終沒有人回覆。," 商品與廣告不符合,客服沒有解決問題"
2b456024eebc601ea8a1457d4a5149e5,1,O controle remoto e uma replica que se compra em qualquer esquina nao traz o nem o nome da marca cce me sinto enganado!,這個遙控器只是隨處都買得到的仿製品，上面甚至沒有 CCE 品牌名稱，讓我覺得受騙了。, 訂單是仿冒品
775c3bf98315bdddc4df1379632ce717,1,sem palavra pra descrever,糟到不知道該怎麼形容。,無事實
505226320f176d851722525dfca378be,1,"Ol?,
Estou aguardando a entrega do meu produto.",您好，我還在等待商品送達。,運送延遲
6177070c030d76ea524107172f4e9d9f,1,Nas fotos do produto n?o tinha mostrando a parte de tr?s do tapete.. Eu comprei pensando que era o tapete com as costas tradicional...,商品照片沒有拍到地毯背面，我原本以為它是傳統底面的地毯。,商品與事實不符合
3927c91b496971f5f373877ca2861b1a,1,"Paguei pelo frete como sempre e deixaram num correio muito mas muito longe da minha casa, n?o terem deixado em minha casa nem foi o problema, mas poderiam muito bem deixar em um correio mais proximo!",我照常付了運費，商品卻被送到離家非常遠的郵局。沒送到家還不是最大問題，至少也應該放在近一點的郵局。," 取貨地點太遠不合理, 運送延遲"
f36a27bdb5dd36480261e320e33cefd8,1,"Estou muito descontente. Sempre comprei com voc?s. Antes n?o tinha problema com a entrega. Desta vez al?m de n?o entregarem, eu nem sei o que aconteceu. N?o tem nenhuma informa??o no rastreamento.",我非常失望。以前常跟你們購買，從未遇過配送問題；這次不但沒收到貨，也完全不知道發生什麼事，物流追蹤沒有任何資訊。," 運送延遲, 系統沒有追蹤物流"
bc4200ea45f2647efd34a24c165bb38f,1,"Tive que ir buscar A transportadora informou que eu estava ausente em casa, sendo que passo o dia todo em casa n?o teve nem op??o de ligar para reclamar ..",我只好自己去取貨。物流公司說送貨時我不在家，但我整天都在家，而且連可以打電話申訴的管道都沒有。, 送貨的時候人不在家客人不滿
bbe45b8782c123d652f8ed8563928efc,1,"Produto n?o entregue. Ainda aguardando, por?m, j? desapontado com o servi?o de entrega.",商品未送達。我仍在等待，但已經對配送服務感到失望。, 運送延遲
8a20acdef184eeddcdf3665368b921a8,1,"Comprei no dia 28/11 e at? hoje dia 20/12, n?o recebi o produto. O prazo de entrega se encerrou no dia 19/12. Lembrando que ? um presente de Natal. Continuo no aguardo.",我在 11 月 28 日購買，直到 12 月 20 日仍未收到；原定送達期限是 12 月 19 日，而且這是聖誕禮物。我會繼續等候。, 運送延遲
ee44f72246196bd582123578852212a1,1,"Ap?s esperar mais 15 dias, enfim chega encomenda, comprei um produto com a quantidade de 1.000 ml,
Recebi um com 300 ml.","多等了十五天後終於收到包裹，但我買的是 1,000 ml，收到的卻只有 300 ml。", 訂單內容錯誤，量比較少
f51a5d398f2374cb21257cc26a2ee01a,1,6 Eu n?o tenho not?cias do pedido anos do se e o correio da minha cidade,這段原文語意不清，似乎是在表示多年來都沒有訂單或當地郵局的消息。, 語意不清
10002fb54ca944273e324ebebb5f0a83,1,n?o recebi o produto,我沒有收到商品。, 沒有收到商品
00a2c4edf64b5cc687171ce8d0fe3e4f,1,"N?o fiquei satisfeita; propaganda enganosa pois, disseram que era luminoso e na verdade N?O ?.E agora? Eu preciso que seja luminoso ? noite l?gico para aplica??o de rem?dios tipo insulina,Vainia L?cia",我不滿意，廣告宣稱商品會發光，實際上卻完全不會。我需要它在夜間發光，才能用來施打胰島素等藥物，現在該怎麼辦？,商品與廣告不符合
28671c25ae167e595e89211ffb6de5f2,1,"Fizeram me espera mais de 20 dias para dizer que o produto n?o viriam, demorou mais de 2 dias para aprovar uma compra, ja sendo cliente com cart?o stark. Muita falta de respeito com cliente.",讓我等了二十多天，最後才說商品不會到貨；連已持有 Stark 信用卡的舊客戶，付款審核都花了兩天以上，完全不尊重顧客。,"商品沒有送達又延遲, 付款審核過久"
209956d0e41225efcc77077ba67cd7ba,1,"Engana??o Ola comprei um filtro original mas me mandaram 2 unidades paralelas ,velho ditado vendendo gato por lebre",根本是欺騙。我買的是原廠濾芯，收到的卻是兩個副廠品，完全是掛羊頭賣狗肉。,商品是仿冒品
a98aa3817c5f5df580302a49f1b3a5a6,1,Cancelei o produto ap?s a compra devido ao prazo de entrega ser 19 dias e chegar ap?s o feriado de carnaval quando iria utiliza-lo,購買後我取消了訂單，因為配送要十九天，等送到時已經超過我原本要使用的嘉年華假期。, 運送延遲
1f8b94e577cfcd96218273a824fc594f,1,"Produto errado N?o recebi o produto que comprei, chegou outro modelo menor e diferente e n?o consigo entrar em contato com o atendimento das lojas lannister.com para fazer a troca. Aguardo retorno.",收到錯誤商品。我買的款式沒有收到，寄來的是更小且不同的型號，而且聯絡不上 Lannister 商店客服辦理更換，請回覆。," 客服沒有解決問題, 訂單型號錯誤"
5273d6c3f203e0ae165c8da5d75b066b,1,Recebi somente 1 unidade fiz a compra de duas. Cade a outra unidade,我買了兩件，卻只收到一件。另一件在哪裡？, 訂單缺件
a62b9f252a0f5eb665e3e3f6ff1022c8,1,Demorou para fazer a confirma??o e o pedido,訂單確認花了很久。, 訂單確認花很久
90206ea85a90179a6f82d6e0761869c7,1,Ol? queria informar que o produto n?o foi entregue,您好，我想反映商品沒有送達。, 商品沒有送達
bf8ad702d153b8c1c73328591242c7d1,1,"Comprei um produto e n?o entregaram. 
Pedi o cancelado do produto.",我買的商品一直沒有送達，因此已申請取消訂單。, 商品沒有送達
7f91f47b850913ca8059bc5025807c69,1,Nao recebi o produti conforme a compra comprei 2 intens e so recebi 1 visando que ja entrei em contato e exatamente as 18hrs de hj compretou as 48hrs e nada de resposta da loja.,收到的商品數量與訂單不符。我買了兩件，只收到一件；已經聯絡商店，截至今天 18 點剛好滿 48 小時，仍未收到回覆。,"訂單缺件, 賣家沒有回覆問題"
d9a6731c1ff68633853c4998ca94af3d,1,"N?o foi uma boa experi?ncia. N?o consigo contato com voc?s. E vou esta cancelando o pagamento, caso n?o entrem em contato.",這次購物體驗不好，我聯絡不上你們。如果仍不與我聯絡，我會取消付款。,聯絡不上客服
7543b6d6a2e2bb641ee6064affdc0ba1,1,"Como posso avaliar o produto se ainda nem recebir . Estou aguardando. E que diga de passagem, n?o sabia que ia demorar tanto!!!!!!!!!",商品都還沒收到，要我怎麼評價？我還在等，而且完全不知道竟然要等這麼久！, 運送延遲
67d07fb527944d604b143f0bc00f7769,1,"N?o ? da marca Mairibel! Entregaram um produto de outra marca, bem inferior! E no an?ncio diz marca MAIRIBEL e a foto do produto ? da MAIRIBEL.",這不是 Mairibel 品牌！寄來的是品質差很多的其他品牌，但廣告明明寫著 MAIRIBEL，照片也使用 MAIRIBEL 的商品。, 訂單品牌與廣告不符
29d6274ba6dec3960147fcd7ce97dbf3,1,"Segundo cancelamento do mesmo item no site lannister.com. Fiz duas compras em lojas diferentes, as duas canceladas, faz quase 3 meses que estou aguardando o produto. E demora demais para avisar.",這已經是同一商品在 Lannister 網站上的第二次取消。我向兩家不同商店購買，兩次都被取消，等了快 三個月仍沒拿到商品，而且通知速度非常慢。," 訂單備取消, 運送延遲"
ff0f426d507e6592b0cd2da3df49c97c,1,"N?o gostei do produto , n?o tem qualidade nenhuma , muito fraco",我不喜歡這項商品，完全沒有品質可言，做得非常單薄。, 商品品質不佳
e848b70d2cecf8bcdd040aded739f250,1,Td errado Pedi um perfume hugo boss energise. At? a? td bem. S? que o perfume n?o tem aroma nem fixa??o. A tampa veio solta.,完全不對。我訂的是 Hugo Boss Energise 香水，收到的香水幾乎沒有香味也不持香，瓶蓋還是鬆的。,商品品質不佳
3f01296d02cc38c5e1c700eb160e2228,1,Gostaria de trocar. Eu escolhi o conjunto safari dourado e veio branco! N?o gostei ? quero trocar.,我想換貨。我選的是金色 Safari 套組，收到的卻是白色，我不喜歡，想要更換。, 商品品顏色錯誤
7029710d9d74c0ad86d0fb4450673e94,1,Comprei um Tablet Qbex e o produto veio com defeito! N?O CARREGA...,我買了一台 Qbex 平板，但收到的商品有瑕疵，完全充不了電。, 商品有瑕疵
ff4cf944e5789058bc1b2f18e3a1c72e,1,Bom,好。,無事實
4316ba70446b0a1872c4a6659000dbe6,1,"Comprei duas cortinas , por?m s? chegou uma , quero saber o que aconteceu , entro no site da lannister e s? diz atrazo no envio dessa mercadoria por?m da como pedido entregue! Mentira !",我買了兩片窗簾，卻只收到一片。我想知道發生什麼事；Lannister 網站只顯示這項商品延遲出貨，訂單狀態卻寫已送達，根本不是事實。,"訂單缺件, 運送系統時間顯示錯誤"
fa82b9d7fc5317511ae9e931181e13ce,1,N recebi a mercadoria!!!,我沒有收到商品！, 沒有收到商品
cfde9eedf66ea80951b92b9ebb7a0853,1,o produto era pra ter cegado at? dia 18 e n?o chegou,商品原本應在 18 日前送達，但至今仍未收到。, 運送延遲
e1710824188d5e9107ad411c7fd12d43,1,Ainda estou aguardando o meu produto....ainda n?o chegou,我還在等待商品，至今仍未送達。, 運送延遲
4e5a8ea34aa7af46d307f669f09bc3b2,1,"PRECISO RESOLVER A SITUA??O. ME ENTREGARAM UM PRODUTO ERRADO, J? ENVIEI E-MAIL E AT? HOJE NADA DE RESPOSTA.",我需要你們處理這個問題。收到的是錯誤商品，我已寄出電子郵件，至今卻完全沒有回覆。," 商品錯誤, 客服沒有回覆"
a023366db5e638ab111e1166ad367afd,1,"Al?m de n?o entregar o produto comprado a exatos um m?s atras, n?o h? quaisquer esclarecimentos ou mesmo aten??o ?s solicita??es de contato. S? avaliei com uma estrela porque a pagina obriga a clicar.",一個月前購買的商品至今仍未送達，也沒有任何說明，更無人理會我的聯絡請求。之所以給一顆星，只是因為頁面強制必須選擇評分。," 運送延遲, 客服沒有回覆"
4b64e6b26a269aacead5b6cf260e2b08,1,Pedido veio faltando item. Nunca tive problema com as lojas lannister. Por isso optei em comprar com vcs. Mas infelizmente n?o atendeu minhas expectativas.,訂單有品項缺漏。我以前從沒遇過 Lannister 商店出問題，所以才選擇向你們購買，但這次真的不符合期待。, 商品品項缺漏
441ef33b59f7b35f2b3aa7f654440315,1,"Recebi o produto errado, encomendei no tamanho 2,00x2,50 e recebi 1,50x2,00.",收到的尺寸錯誤。我訂的是 2.00 × 2.50，收到的卻是 1.50 × 2.00。,商品尺寸錯誤
0a6843048d2229baf1201b4783d38df3,1,"O servi?o de entrega ? feita atrav?s dos correios e este apesar de ter sido pega taxa entrega , n?o entrega na resid?ncia.Qdo puder ir fazer a retirada na ag. central o produto j? havia sido devolvido",配送由郵局負責，儘管已收取送貨費，郵局仍未送到住所。等我有空前往中央分局取件時，商品已被退回。, 商品沒有寄到住所
aa3e64afada5b85616b8036d446b2f7c,1,Eu comprei dois golfinhos massageador. Por?m fizeram duas postagens sendo que poderia ser feito em somente uma. Tive que buscar o pacote na ag?ncia dos correios. Em duas vezes.,我買了兩個海豚造型按摩器，賣家卻分成兩個包裹寄出，其實一次就能寄完，害我必須分兩次到郵局取件。, 賣家包成兩個包裹，包裹被寄送到兩個不同郵局
7573b5da2323ad6070158c8185e7fc80,1,Esperando chegar ainda e nada de chegar ja paguei,已經付款，卻一直等不到商品。,運送延遲
b4f1cee548fca64f9edaa02b285308ce,1,"Material horr?vel ,totalmente diferente do que apresenta na imagem e na descri??o , n?o vale o valor .",材質非常糟，與圖片及說明完全不同，根本不值這個價錢。, 運送延遲
25543bf200a1614ebde7441af2a323e3,1,Comprei o produto em dezembro e ate agora nao chegou.,我在十二月購買商品，到現在仍未收到。, 商品品質不佳
12c57075f149a1db57bd8551c55dfb5a,1,"O produto nao foi me entregue, ja se passaram 3 dias uteis depois do prazo de entrega e nao possuo informacoes maiores da loja.",商品沒有送達，已超過期限三個工作天，商店也沒有提供進一步資訊。,"運送延遲, 賣家沒有解決問題"
02c72f8c48dc484ad3c572335c0fdcfc,1,"O rel?gio comprado chegou sem a bateria, p?ssima escolha de loja. Completamente insatisfeita.",收到的手錶竟然沒有電池，選錯商店了，我非常不滿意。, 商品品質不佳
9f1d9a5aaedfe8ac4ccc267e43a40a2b,1,"Embora o produto tenha vindo correto, passou 10 dias do prazo m?ximo de entrega. Como a entrega foi feita pelos correios, poderiam ter encaminhado mais cedo, para que n?o houvesse esse transtorno",商品雖然正確，卻比最晚期限晚了十天才送達。既然是透過郵局配送，就應該更早寄出，避免造成這種困擾。, 運送延遲
fdfabfafa44c561fd3a6d50b6aad70dc,1,Vendedor n?o tem controle de estoque,賣家沒有妥善掌握庫存。, 賣家沒有妥善掌握庫存
c334822ffbfeee371d552349e7e057d2,1,"Antena Nao compre essa antena nao presta nao pega nenhum canal
Comprei estalei direito e nao fuciona",不要買這支天線，品質很差，完全收不到任何頻道。我已正確安裝，還是不能使用。, 商品品質差
e6df55a4fcad12115a04d304a0a28a20,1,produto avariado,商品已損壞。, 商品損壞
e70c3511b7dcbe1966bec2a3b9f959d7,1,O pedido veio somente um produto e faltando outro.,訂單只收到一件商品，另一件缺少。,訂單缺件
3ea144366203e37f38782aec10a5fca6,1,"Produto abaixo da expecta Produto muito abaixo da expectativa e veio com o lacre aberto, n?o gostei e j? solicitei a devolu??o do produto.",商品遠低於期待，而且收到時封條已被拆開。我很不喜歡，已經申請退貨。,包裹包裝不良
b04320567742a0277184bcc3fb6fc61e,1,Nenhuma N?o recebi meu produto ainda!!! N?o tem como avaliar,商品還沒收到，根本無法評價。,運送延遲
e63cd665153e48e2bf4e0536003bfdef,1,O produto n?o ? igual como descrito e mandou n?mero maior pedi 38 veio 44 um bal?o. como vou usar.,商品與描述不符，而且寄錯尺寸。我訂 38 號，卻收到 44 號，大得像氣球一樣，根本沒辦法穿。,"商品與廣告不符, 商品尺寸錯誤"
a19605c444de5c9a76ec4347b51c0237,1,"N?o Gostei da qualidade do produto, muito fino as pe?as das toalhas, pessima qualidade.",不喜歡這項商品的品質，毛巾布料非常薄，品質很差。,商品品質不良
87a49f104eaab76c108c9c68e361e81d,1,"o produto n?o est?s sendo reconhecido pela impressora , ou seja n?o consegui usar o produto e solicitei a devolu??o.",印表機無法辨識這項商品，因此完全不能使用，我已申請退貨。, 商品品質不良
33f97cf61284feabb0664d7c2486b193,1,"mandei uma mensagem, para tentar resolver o problema e ate o momento n?o tive nenhum retorno",我已傳訊息嘗試解決問題，但至今沒有任何回覆。, 客服沒有解決問題
ffbdbca364b05f38fd4b457358f845ff,1,O produto ainda ano foi entregue.,商品至今仍未送達。, 運送延遲
d9c3dee4b33449dc0ba40104991f794a,1,Devolu??o n?o efetuada Solicitei a devolu??o e at? agora n?o entraram em contato,退貨尚未處理。我已提出退貨申請，至今仍沒有人聯絡。, 客服沒有解決問題
989b3bb8eda22c1a26ff318e0ed0e853,1,"Comprei um quite de tesouras fio navalha, mas n?o recebi o modelo que foi escolhido pelo site",我買的是一組剃刀刃剪刀，收到的卻不是網站上選擇的款式。,商品尺寸錯誤
38e8a97782ce910dee6b0ed42ab166e5,1,"Produto nao e original ,de mau qualidade nunca mais compro com ele ,as tesouras nao fecham bem vagabunda mesmo tipo deve custar uns 10 reais cada no m?ximo.fiquei mto puto com os produtos q veio .",商品不是正品，品質非常差，以後不會再向這個賣家購買。剪刀連正常閉合都做不到，像是每把最多只值十元的劣質品，收到後真的非常生氣。, 商品是仿冒品
eded45c6c7962ce7fefd1ba4ebd995d6,1,"O produto noa condiz com o que esra descrito nele, n?o consegui mexer no relogio de forma nenhuma.Quero devolu??o",商品與描述不符，手錶完全不會操作，我要退貨。, 商品與廣告不符合
07333f35d27f220c73b19fc3f0b8966d,1,Produto ainda n?o chegou,商品仍未送達。, 運送延遲
ad75f3578f7e8da7f2cb2eb8889f7c6b,1,"N?o parece um tapete, parece um jogo americano de t?o pequeno e fino ??",這看起來根本不像地毯，又小又薄，反而像餐桌墊。,商品品質不佳
e3a959a892d96dd34ba9d39e749697d7,1,"Eu comprei um trilho de mesa colorido em algod?o, foi-me enviado um trapo de pl?stico parecendo uma pista de avi?o. J? reclamei ao stark e at? agora n?o tive nenhum retorno.",我買的是彩色棉質桌旗，收到的卻是一塊像機場跑道的塑膠破布。我已向 Stark 反映，至今仍沒得到回覆。," 商品品質不佳, 客服沒有解決問題"
d1cb6e8ac59c40427069ffddd69e0346,1,PRODUTO 3 DIAS DE ATRASO PRODUTO COM 3 DIAS DE ATRASO NA ENTREGA,商品配送已延誤三天。, 運送延遲
1fe8101413459da070928e996123ddf9,1,"comprei uma bateria 12v xb 1270 e recebi uma xb 12AL, de amperagem menor que a efetivamente comprada.",我買的是 12V XB1270 電池，收到的卻是 XB12AL，安培數比實際購買的規格更低。, 商品規格錯誤
17fd8b577623e64e4b2dcce81f690abf,1,"At? o momento n?o recebi meu produto. Tento entrar em contato com a Lojas lannister e n?o consigo. O site dos Correios, empresa contratada para a entrega, n?o atualiza o status da entrega desde dia 1",到現在仍未收到商品。我聯絡不上 Lannister 商店，而負責配送的郵局網站自 1 日起就沒有更新物流狀態。," 運送延遲, 客服沒有解決問題"
6031cc5b0ad79e29b4cbf7388e73a23e,1,N?o recebi um dos mouse pad,其中一個滑鼠墊沒有收到。, 商品缺件
0fb0a78bd50c7141b5d64b645f3a1a1a,1,"O tapete na foto do an?ncio tinha cor preta, mas foi entregue na cor chocolate (mais claro do q tabaco)!
Vi e revi a foto em monitores e configura??es diferentes e em todas a cor do tapete ? preta.",廣告照片中的地毯是黑色，收到的卻是巧克力色，比菸草色還淺。我已用不同螢幕與設定反覆查看，照片裡確實都是黑色。, 商品規格錯誤
f5984b3ea73dd71d8ce165b012b58ec2,1,Estou aguardando meu produto,我還在等待商品。,運送延遲
e2e59a0ed2c0ca5f7472c48781e762fc,1,Bom dia! Como fa?o para cancelar esta compra? Cansei de esperar o dinheiro do cart?o j? paguei. Preciso que voc?s me ajudem. Obrigado!!,早安，請問如何取消這筆訂單？我已經等得不耐煩，信用卡款項也付了，請協助處理，謝謝。, 描述要取消訂單
b434d1690170edb8cc2efa7fbf1cd8b8,1,"Parece mais uma lona, e s? vem uma parte da ""cortina"".",材質看起來比較像帆布，而且所謂的窗簾只寄來其中一部分。," 商品品質不佳, 商品缺件"
418a79e28ddcaa1b4d07fb611a2caad4,1,"nao recebi a quantidade de produto q paguei
falta um kit. o que fa?o?","我沒有收到我支付的商品數量
缺少一個組合。我該怎麼辦？",商品缺件
fa6802dda2cd5015410612ad9725dfbf,1,Falta de compromisso,缺乏承諾,無事實
dc3c411bd702597e3f10b2a8f8aab523,1,"O produto ainda n?o chegou, entrei em contato com a central, mas n?o me souberam me responder onde meu produto estava e porque n?o chegou.",商品還沒有到達，我聯繫了中心，但他們無法告訴我我的商品在哪裡以及為什麼沒有到達。,"運送延遲, 客服沒有解決問題"
a5c2c9a72d1fa84a9134723bbc0ddf0c,1,Ainda n?o recebemos o produto,我們還沒有收到商品, 運送延遲
5341cca84d11644f1aff5b044054c000,1,O produto ainda n?o chegou pra mim esta sendo ruim.,商品還沒到，這對我來說很糟糕。, 運送延遲
770c2c8d31312c9bef213def9f75df34,1,"A empresa n?o esntregou o produto, a lannister enviou e-mail informando que a empresa n?o vai entregar o produto e n?o consigo cancelar a compra.",公司沒有出貨，蘭尼斯特寄email說公司不會出貨，我也不能取消購買。, 商品沒有出貨
07ccd73f010c571ceca27d569a13bfd0,1,Cliente n?o tem comprometimento com suas vendas.,客戶並不致力於他們的銷售。,賣家沒有努力銷售
ffba674dbbc0250e36889712458d81f3,1,Vcs t? deixando a desejar comprei produtos com vcs e vcs demora entregar e ainda cancela o pedido sem autoriza??o,你有不足之處，我買了你的商品，但你遲遲不發貨，甚至擅自取消訂單,"訂單延遲, 擅自取消客人訂單"
6d864f6b064786c40c3c3040878b0e41,1,N?o recebi minha mercadoria e estou muito insatisfeita pois j? ? a segunda vez que acontece. Aguardo solu??o.,我沒有收到商品，我非常不滿意，因為這是第二次發生這種情況。我等待解決方案。,沒有收到商品
3de3ea1f194e5c1fcf9a6451d3d1a956,1,"At? a presente data n?o recebi o produto mas j? informei por e-mail o sac de vcs, estou aguardando uma posi??o.",到目前為止，我還沒有收到商品，但我已經透過電子郵件通知了你們的客戶服務，我正在等待回覆。, 沒有收到商品
52c58b112be6091c59eaea5e5342c6ac,1,N?o recebi o produto e por isso sem condi??es de avalia??o.,我沒有收到該商品，因此無法對其進行評估。, 沒有收到商品
5c6ceaf3119972f05a185465bc01edbe,1,A MALA VEIO RASPADA - VOU TENTAR DEVOLVER,手提箱被刮壞了 - 我會嘗試將其退回, 商品破損
dfe3e49fe6a92bb457578003850eb5f1,1,"Botei meu dinheiro fora comprei um papael de parede e o produto ? muito ruim, n?o cola e olha que no anuncio avisa que a parede n?o precisa ter massa corrida entoa comprei rasguei dinheirooooo.",我浪費了錢買了一些壁紙，商品很差，不粘，看廣告說牆不需要抹灰，所以我買了它，我浪費了錢。, 商品品質不良
2146ea344529ab38f2b82d8f90d63770,1,"Me entregaram somente uma touca!
Encomendei duas
E ainda os entregadores n?o largam em minha resid?ncia!","他們只給了我一頂帽子！
我訂了兩個
而且送貨員還不肯送到我家！",訂單缺件
